applicant_id,age,age_group,gender,nationality,employment_type,employment_tenure_months,monthly_income,monthly_obligations,monthly_spend,existing_credit_exposure,transaction_history_months,num_previous_applications,num_late_payments,requested_amount,defaulted,requires_bureau_check,max_eligible_credit
APP-001094,51,46-60,male,western,salaried,127,7558.97,1388.37,4032.43,25363.16,3,4,3,13865.75,1,True,20000.0
APP-001095,64,46-60,male,western,self_employed,208,14112.49,1535.76,7453.44,44641.59,38,3,0,18076.42,0,True,20000.0
APP-001096,34,26-35,male,south_asian,self_employed,44,8072.41,1455.34,3142.76,46677.91,14,5,0,3280.78,0,True,20000.0
APP-001097,28,26-35,female,south_asian,salaried,33,6124.45,488.49,4337.22,15204.97,11,3,0,8522.62,0,True,18373.35
APP-001098,26,26-35,female,south_asian,salaried,32,7948.12,1137.72,2699.02,29562.12,21,2,0,5928.44,0,True,20000.0
APP-001099,19,18-25,female,western,self_employed,0,12302.47,1704.15,6875.67,31174.62,34,3,0,4352.92,0,True,20000.0
APP-001100,26,26-35,male,emirati,salaried,0,18345.21,3349.36,9948.62,125068.89,42,1,0,1484.71,0,True,20000.0
APP-001101,34,26-35,male,south_asian,salaried,72,3486.94,550.01,1647.15,15569.78,28,4,0,2037.15,0,True,10460.82
APP-001102,65,46-60,male,other,salaried,210,8517.24,2670.36,4402.68,50825.59,11,4,3,18976.78,1,True,20000.0
APP-001103,34,26-35,female,arab_expat,salaried,62,3000.0,186.26,2245.21,3480.79,2,5,0,8404.54,0,True,9000.0
APP-001104,27,26-35,female,arab_expat,freelancer,33,9921.31,422.71,5539.0,11517.73,15,5,0,9666.51,0,True,20000.0
APP-001105,20,18-25,male,south_asian,salaried,5,12138.16,648.35,7102.21,15906.86,20,4,0,2494.95,0,True,20000.0
APP-001106,34,26-35,male,southeast_asian,salaried,83,16995.71,4020.61,5135.37,97362.05,17,5,0,9247.11,0,True,20000.0
APP-001107,44,36-45,male,western,salaried,98,26026.89,7664.66,11837.29,259541.34,14,2,1,6700.76,0,True,20000.0
APP-001108,22,18-25,female,south_asian,salaried,3,3000.0,272.29,993.16,6145.94,36,5,1,1746.21,0,True,9000.0
APP-001109,39,36-45,female,arab_expat,salaried,78,8266.39,1025.74,6000.51,19812.44,40,2,0,501.67,0,True,20000.0
APP-001110,35,26-35,male,emirati,salaried,38,12241.13,2447.18,6203.43,30067.25,36,0,0,12782.56,0,True,20000.0
APP-001111,62,46-60,male,arab_expat,salaried,183,34636.19,7870.97,14820.71,221572.19,3,2,0,7214.11,0,True,20000.0
APP-001112,52,46-60,female,arab_expat,self_employed,134,4391.68,1142.32,3341.69,13030.14,23,3,2,643.33,1,True,13175.04
APP-001113,33,26-35,female,arab_expat,salaried,48,9208.25,2545.21,6129.86,43666.7,17,4,0,13847.61,0,True,20000.0
APP-001114,35,26-35,male,southeast_asian,salaried,48,4775.41,809.14,1926.03,13036.63,11,5,0,3266.46,0,True,14326.23
APP-001115,30,26-35,male,south_asian,salaried,64,12841.4,2100.16,4125.69,31598.23,46,5,3,12495.11,1,True,20000.0
APP-001116,52,46-60,female,arab_expat,salaried,167,6128.56,1027.78,2875.84,11728.38,7,3,0,12271.27,0,True,18385.68
APP-001117,25,18-25,male,south_asian,salaried,0,4008.99,668.59,2628.23,12628.31,34,0,0,8325.61,0,True,12026.97
APP-001118,61,46-60,female,western,self_employed,204,6729.3,1659.58,3436.06,56060.89,38,3,2,4006.14,1,True,20000.0
APP-001119,38,36-45,female,southeast_asian,freelancer,55,4422.8,1538.38,2555.33,36079.21,10,3,0,1118.23,1,True,13268.400000000001
APP-001120,21,18-25,male,emirati,salaried,0,9768.41,268.52,5795.8,7457.06,47,0,0,5126.52,0,True,20000.0
APP-001121,19,18-25,male,south_asian,salaried,0,10792.52,1330.31,3842.75,39214.9,8,3,3,14473.85,1,True,20000.0
APP-001122,45,36-45,male,arab_expat,salaried,135,5749.69,2080.93,3325.73,58576.61,33,2,1,2582.84,0,True,17249.07
APP-001123,19,18-25,male,south_asian,salaried,0,6762.01,1289.1,4713.8,27238.48,5,4,0,6640.5,0,True,20000.0
APP-001124,44,36-45,male,south_asian,self_employed,115,3000.0,351.84,1509.16,4901.99,16,0,0,3603.91,0,True,9000.0
APP-001125,22,18-25,male,south_asian,salaried,0,7550.49,1385.25,3926.4,16422.35,6,2,0,4579.18,0,True,20000.0
APP-001126,55,46-60,male,south_asian,salaried,150,12275.72,570.48,6552.4,6636.07,34,0,0,14839.12,0,True,20000.0
APP-001127,59,46-60,female,southeast_asian,salaried,159,5076.12,1095.46,2119.41,39911.12,34,3,0,10376.14,0,True,15228.36
APP-001128,47,46-60,male,other,salaried,99,39057.37,6250.69,18745.21,154179.94,10,1,0,12272.24,0,True,20000.0
APP-001129,48,46-60,male,southeast_asian,salaried,137,7767.44,1879.95,3863.46,64137.93,46,3,0,12077.92,0,True,20000.0
APP-001130,29,26-35,male,south_asian,freelancer,20,3518.0,705.27,1093.55,9039.88,33,0,3,2399.19,1,True,10554.0
APP-001131,29,26-35,male,south_asian,salaried,28,8133.61,2135.64,5867.35,65566.94,6,3,2,6810.35,1,True,20000.0
APP-001132,54,46-60,female,southeast_asian,salaried,159,7431.0,1812.68,5623.82,44923.46,22,1,0,1970.93,0,True,20000.0
APP-001133,64,46-60,male,other,freelancer,193,7787.85,1390.35,5442.03,27878.94,15,4,0,6432.59,0,True,20000.0
APP-001134,58,46-60,male,arab_expat,salaried,154,13804.29,2024.09,9535.32,42515.44,8,3,0,7739.38,0,True,20000.0
APP-001135,18,18-25,female,south_asian,salaried,4,3924.23,589.1,1969.06,22772.24,12,3,0,3687.07,0,True,11772.69
APP-001136,46,46-60,male,southeast_asian,salaried,118,5210.27,1120.59,3407.69,39515.82,28,0,0,14327.97,0,True,15630.810000000001
APP-001137,50,46-60,male,southeast_asian,salaried,130,26894.02,8303.14,9840.36,138437.85,28,3,1,3560.5,0,True,20000.0
APP-001138,53,46-60,male,western,salaried,138,29662.35,4677.45,19277.61,72376.87,21,5,0,18424.52,0,True,20000.0
APP-001139,28,26-35,male,south_asian,salaried,2,12364.84,4677.97,6560.14,117512.81,23,4,0,10763.93,0,True,20000.0
APP-001140,26,26-35,male,south_asian,salaried,8,8887.72,496.49,5916.05,15360.03,12,5,0,6465.97,0,True,20000.0
APP-001141,65,46-60,female,southeast_asian,freelancer,218,15490.45,2981.45,7643.15,108846.24,25,0,0,17232.56,0,True,20000.0
APP-001142,46,46-60,male,south_asian,salaried,117,16488.84,3846.44,12373.79,122984.71,32,3,0,6945.61,0,True,20000.0
APP-001143,60,46-60,female,western,salaried,182,15684.58,4444.23,7352.76,149356.77,19,4,0,6177.82,0,True,20000.0
APP-001144,21,18-25,male,south_asian,salaried,0,3000.0,713.49,2172.05,11452.58,25,4,0,644.4,0,True,9000.0
APP-001145,32,26-35,female,arab_expat,self_employed,46,17983.1,441.06,13633.95,11194.47,19,1,3,6989.3,0,True,20000.0
APP-001146,21,18-25,male,arab_expat,salaried,20,6339.07,635.7,2111.59,17940.76,28,4,0,2998.52,0,True,19017.21
APP-001147,35,26-35,male,south_asian,salaried,65,5329.52,567.52,2396.03,14348.71,47,4,0,10416.08,0,True,15988.560000000001
APP-001148,32,26-35,male,southeast_asian,self_employed,33,8587.65,2841.76,6254.44,96741.82,46,2,0,12209.06,0,True,20000.0
APP-001149,26,26-35,male,south_asian,self_employed,26,5299.09,255.59,3000.85,6085.16,29,0,0,1526.9,0,True,15897.27
APP-001150,45,36-45,female,other,salaried,108,8132.38,386.44,4051.68,9826.82,45,0,0,3603.88,0,True,20000.0
APP-001151,59,46-60,female,south_asian,self_employed,194,12170.87,2633.66,5431.47,67133.61,4,3,0,548.51,0,True,20000.0
APP-001152,43,36-45,male,southeast_asian,salaried,89,10790.74,2854.14,4028.62,61205.73,17,2,0,8579.23,0,True,20000.0
APP-001153,53,46-60,male,emirati,salaried,152,14174.76,2320.23,11202.99,84728.08,10,5,0,1603.97,0,True,20000.0
APP-001154,63,46-60,female,arab_expat,salaried,207,19058.97,2841.74,15098.81,77942.53,33,0,0,9180.82,0,True,20000.0
APP-001155,49,46-60,male,south_asian,salaried,154,9523.75,514.62,4536.84,6146.65,23,0,0,6398.75,0,True,20000.0
APP-001156,50,46-60,female,arab_expat,salaried,145,7024.52,1198.67,5477.32,36628.28,19,1,0,8283.39,0,True,20000.0
APP-001157,24,18-25,male,western,self_employed,0,10074.6,532.73,4971.65,15806.04,36,4,0,16401.85,0,True,20000.0
APP-001158,19,18-25,male,south_asian,freelancer,0,3154.57,369.31,1557.76,10414.86,11,2,0,5083.87,0,True,9463.710000000001
APP-001159,45,36-45,female,southeast_asian,salaried,128,3224.88,319.75,2362.27,12756.85,9,2,0,621.74,0,True,9674.64
APP-001160,49,46-60,male,arab_expat,self_employed,139,6533.24,1575.84,3127.71,46189.8,25,4,0,17253.78,0,True,19599.72
APP-001161,32,26-35,male,southeast_asian,salaried,59,8199.65,1962.13,2879.73,28591.24,10,5,0,17091.22,0,True,20000.0
APP-001162,30,26-35,male,other,salaried,30,21144.25,4728.74,6908.22,172477.97,11,2,0,12737.48,0,True,20000.0
APP-001163,40,36-45,male,south_asian,salaried,64,3000.0,868.77,1548.01,33125.29,29,3,2,4801.27,1,True,9000.0
APP-001164,31,26-35,female,south_asian,freelancer,30,10866.57,1558.97,6329.42,19739.44,26,5,0,13029.39,0,True,20000.0
APP-001165,32,26-35,male,south_asian,salaried,59,7440.88,850.07,5754.53,31717.35,14,3,0,14325.87,0,True,20000.0
APP-001166,42,36-45,male,south_asian,salaried,82,6157.77,1094.34,4610.81,13468.78,31,3,0,1790.58,0,True,18473.31
APP-001167,36,36-45,female,emirati,self_employed,64,7554.73,211.11,4105.44,4959.49,1,1,0,14519.83,0,True,20000.0
APP-001168,26,26-35,male,south_asian,salaried,19,3831.02,1083.05,2270.15,33804.6,8,4,0,5068.89,0,True,11493.06
APP-001169,46,46-60,male,southeast_asian,salaried,104,7672.63,535.01,2814.47,16568.43,10,4,0,1272.55,0,True,20000.0
APP-001170,31,26-35,female,other,salaried,53,9160.1,2577.48,4142.33,88736.38,5,2,1,4620.13,0,True,20000.0
APP-001171,40,36-45,male,south_asian,salaried,70,9316.23,2043.87,5438.87,68405.97,17,5,0,12440.64,0,True,20000.0
APP-001172,39,36-45,male,arab_expat,salaried,68,13223.56,2087.49,10372.2,78442.42,26,0,0,14987.55,0,True,20000.0
APP-001173,39,36-45,male,arab_expat,freelancer,91,5818.58,1454.95,3297.52,37942.64,27,2,0,4589.73,0,True,17455.739999999998
APP-001174,32,26-35,male,western,salaried,45,9457.64,2097.17,6131.78,57988.44,25,3,0,6677.9,0,True,20000.0
APP-001175,22,18-25,male,southeast_asian,salaried,0,6806.41,1917.82,3314.64,22146.89,4,5,0,19318.07,0,True,20000.0
APP-001176,23,18-25,male,southeast_asian,salaried,13,6988.57,385.28,4013.2,10195.97,4,4,0,12801.81,0,True,20000.0
APP-001177,38,36-45,male,south_asian,self_employed,83,8787.0,598.01,6697.88,18923.78,17,2,0,14989.4,0,True,20000.0
APP-001178,18,18-25,male,emirati,salaried,5,10897.53,3043.13,4845.46,44436.02,19,3,2,1970.06,1,True,20000.0
APP-001179,38,36-45,female,south_asian,salaried,88,10785.88,1867.57,4487.5,73431.83,6,5,0,7762.55,0,True,20000.0
APP-001180,26,26-35,female,emirati,salaried,16,5640.66,766.66,2204.19,16379.67,46,1,3,10315.5,1,True,16921.98
APP-001181,39,36-45,female,south_asian,salaried,88,6488.15,1942.17,2801.94,49253.36,20,2,1,14338.03,0,True,19464.449999999997
APP-001182,55,46-60,female,south_asian,self_employed,149,4920.66,942.41,2352.6,33026.92,4,5,2,14502.93,0,True,14761.98
APP-001183,43,36-45,male,south_asian,self_employed,98,5667.7,1552.4,2880.77,29502.41,12,2,2,14511.07,1,True,17003.1
APP-001184,62,46-60,male,south_asian,salaried,201,13640.89,2344.82,8794.28,88582.61,6,5,0,11743.44,0,True,20000.0
APP-001185,39,36-45,female,south_asian,salaried,98,3000.0,238.13,1586.5,6988.12,44,1,0,5149.94,0,True,9000.0
APP-001186,32,26-35,male,south_asian,salaried,38,9109.27,2722.5,3402.84,73412.76,28,1,0,15164.99,0,True,20000.0
APP-001187,52,46-60,female,emirati,salaried,155,10535.13,628.19,5159.79,15168.22,7,0,0,5840.46,0,True,20000.0
APP-001188,57,46-60,male,south_asian,salaried,164,9185.47,961.72,4785.73,14924.27,30,1,0,19834.15,0,True,20000.0
APP-001189,58,46-60,male,arab_expat,salaried,172,23647.94,3481.67,14550.69,66211.81,10,4,0,17006.37,0,True,20000.0
APP-001190,23,18-25,female,emirati,salaried,1,5451.54,964.36,4058.69,16129.78,15,4,1,15655.95,0,True,16354.619999999999
APP-001191,24,18-25,male,arab_expat,salaried,25,4213.41,595.21,2147.28,14559.39,38,5,0,10146.21,0,True,12640.23
APP-001192,36,36-45,male,south_asian,self_employed,65,6428.39,310.59,1962.02,5742.12,31,4,0,2059.88,0,True,19285.170000000002
APP-001193,19,18-25,male,south_asian,self_employed,13,3000.0,982.65,2347.22,35655.58,28,1,1,8615.57,1,True,9000.0
APP-001194,30,26-35,male,western,freelancer,35,9940.78,273.05,3477.73,10273.08,18,0,0,9870.77,0,True,20000.0
APP-001195,62,46-60,female,arab_expat,salaried,207,7960.96,599.41,3539.95,8138.15,40,3,0,6331.94,0,True,20000.0
APP-001196,26,26-35,female,western,salaried,26,7861.77,1922.67,6147.84,21390.24,30,2,0,2668.38,0,True,20000.0
APP-001197,42,36-45,male,southeast_asian,salaried,96,3000.0,360.2,1550.01,10754.38,18,3,0,7420.26,0,True,9000.0
APP-001198,39,36-45,male,south_asian,self_employed,71,4928.43,1449.54,3215.27,26493.99,25,2,0,9135.59,0,True,14785.29
APP-001199,50,46-60,male,western,salaried,145,20325.95,5698.35,10182.19,119486.48,37,2,0,17108.89,0,True,20000.0
APP-001200,29,26-35,male,arab_expat,salaried,28,10566.38,772.41,8447.48,29065.36,5,1,2,10430.26,0,True,20000.0
APP-001201,44,36-45,female,south_asian,self_employed,84,5318.6,242.88,1616.08,5399.06,9,5,2,13949.35,0,True,15955.800000000001
APP-001202,60,46-60,male,south_asian,salaried,188,5217.64,830.94,3146.23,23154.03,1,2,3,11884.53,1,True,15652.920000000002
APP-001203,35,26-35,male,arab_expat,salaried,66,4792.75,1250.59,2499.41,17969.19,36,4,0,13317.06,0,True,14378.25
APP-001204,18,18-25,female,south_asian,salaried,0,18702.44,662.0,14275.89,6961.47,3,2,0,6110.12,0,True,20000.0
APP-001205,63,46-60,female,south_asian,salaried,186,15398.41,6251.95,7776.12,147695.86,35,5,1,3918.08,1,True,20000.0
APP-001206,59,46-60,male,south_asian,salaried,186,10402.19,300.05,3720.91,4313.9,10,5,0,18145.57,0,True,20000.0
APP-001207,46,46-60,male,western,salaried,112,56967.98,8537.36,25016.27,232876.79,35,3,0,8883.55,0,True,20000.0
APP-001208,58,46-60,male,south_asian,self_employed,151,7495.93,1978.95,3944.16,36018.97,21,0,2,3306.08,0,True,20000.0
APP-001209,44,36-45,male,south_asian,salaried,120,6897.4,870.2,4276.9,30862.85,14,2,0,16828.59,0,True,20000.0
APP-001210,29,26-35,male,western,salaried,32,7519.4,511.77,3541.67,19584.88,19,0,0,7091.71,0,True,20000.0
APP-001211,47,46-60,male,other,freelancer,103,11695.07,994.93,7969.54,16564.29,6,2,0,6176.77,0,True,20000.0
APP-001212,29,26-35,female,arab_expat,salaried,12,8381.16,1498.05,3284.66,54607.5,29,0,0,2434.57,0,True,20000.0
APP-001213,36,36-45,female,southeast_asian,self_employed,72,4857.4,328.76,3642.68,7059.63,10,0,0,14378.04,0,True,14572.199999999999
APP-001214,40,36-45,female,other,salaried,87,3000.0,326.68,1265.28,6928.93,10,4,0,5631.47,0,True,9000.0
APP-001215,18,18-25,male,emirati,salaried,0,6936.36,731.91,2302.84,23566.67,16,4,0,14678.33,0,True,20000.0
APP-001216,55,46-60,female,arab_expat,salaried,179,4649.97,832.45,2853.98,19949.0,37,0,0,5568.52,0,True,13949.91
APP-001217,46,46-60,female,arab_expat,salaried,116,4434.79,199.41,2816.27,7821.07,20,3,0,4853.25,0,True,13304.369999999999
APP-001218,40,36-45,male,south_asian,self_employed,81,9178.43,640.78,4620.33,7833.77,34,0,0,5295.18,0,True,20000.0
APP-001219,61,46-60,male,south_asian,salaried,189,10871.49,2513.52,5904.82,65790.21,28,0,0,7881.74,0,True,20000.0
APP-001220,58,46-60,male,south_asian,salaried,150,4624.6,260.37,2165.82,9698.76,27,4,0,9820.07,0,True,13873.800000000001
APP-001221,33,26-35,female,emirati,salaried,37,19451.18,2606.75,10609.54,69371.68,38,3,0,11617.43,0,True,20000.0
APP-001222,39,36-45,female,western,salaried,98,14516.71,1637.88,5690.47,38250.22,38,1,0,7691.6,0,True,20000.0
APP-001223,27,26-35,male,other,salaried,6,18491.26,6313.35,11220.45,248258.82,12,3,0,11979.27,0,True,20000.0
APP-001224,28,26-35,male,arab_expat,salaried,22,3533.44,487.3,2003.16,9752.86,5,5,2,8235.99,0,True,10600.32
APP-001225,46,46-60,female,southeast_asian,salaried,133,18056.77,2960.01,6667.31,41232.09,5,3,0,13306.49,0,True,20000.0
APP-001226,18,18-25,male,arab_expat,salaried,0,17314.86,228.65,8428.7,8213.24,13,5,0,972.43,0,True,20000.0
APP-001227,32,26-35,male,south_asian,salaried,30,3995.03,915.19,2331.87,28457.66,15,5,0,6107.45,0,True,11985.09
APP-001228,64,46-60,male,south_asian,salaried,202,8649.46,302.71,2711.89,11646.6,2,5,0,6197.47,0,True,20000.0
APP-001229,35,26-35,male,arab_expat,self_employed,67,24540.07,3384.47,15844.76,95298.42,23,5,0,14097.58,0,True,20000.0
APP-001230,42,36-45,male,south_asian,salaried,88,3000.0,250.66,1752.39,8777.69,5,1,3,3641.53,1,True,9000.0
APP-001231,23,18-25,female,western,salaried,19,21703.9,708.02,16219.07,20722.65,25,0,0,10716.49,0,True,20000.0
APP-001232,50,46-60,male,arab_expat,salaried,130,7007.15,1734.49,3258.93,44529.94,31,2,0,4736.21,0,True,20000.0
APP-001233,37,36-45,male,south_asian,salaried,88,3268.86,347.97,1039.65,13522.81,29,1,0,7855.08,0,True,9806.58
APP-001234,60,46-60,male,western,salaried,164,15508.85,592.55,5527.53,16035.89,22,3,0,11793.28,0,True,20000.0
APP-001235,63,46-60,male,southeast_asian,salaried,218,56011.61,9916.79,26788.59,259557.65,28,3,0,14258.99,0,True,20000.0
APP-001236,52,46-60,male,south_asian,salaried,144,14859.88,1406.17,11185.19,43608.11,16,0,2,11018.8,1,True,20000.0
APP-001237,35,26-35,female,south_asian,salaried,63,10517.13,1191.55,5584.73,29037.71,18,4,0,13123.31,0,True,20000.0
APP-001238,34,26-35,male,southeast_asian,self_employed,55,3644.91,364.21,1321.39,11531.55,0,3,0,2834.88,0,True,10934.73
APP-001239,63,46-60,female,other,self_employed,170,23021.63,1259.7,17514.19,20095.47,37,0,1,3355.32,0,True,20000.0
APP-001240,21,18-25,female,southeast_asian,salaried,6,7311.52,1354.21,3910.39,44312.1,40,5,0,18726.17,0,True,20000.0
APP-001241,61,46-60,male,southeast_asian,salaried,176,8146.45,3407.44,5218.87,87640.91,11,2,0,813.52,0,True,20000.0
APP-001242,57,46-60,female,south_asian,freelancer,183,18893.61,4722.04,12229.43,65237.46,4,0,0,5255.61,0,True,20000.0
APP-001243,57,46-60,female,south_asian,salaried,164,5994.65,694.48,4629.92,7718.63,33,0,3,14990.77,1,True,17983.949999999997
APP-001244,27,26-35,male,emirati,salaried,11,15963.6,4619.85,12120.47,74376.09,15,4,0,4536.81,0,True,20000.0
APP-001245,49,46-60,female,southeast_asian,salaried,117,6001.89,614.47,3701.88,21870.16,32,1,0,901.68,0,True,18005.670000000002
APP-001246,31,26-35,male,other,salaried,54,7387.21,1258.15,5499.67,46613.52,47,3,0,6156.92,0,True,20000.0
APP-001247,20,18-25,female,southeast_asian,salaried,0,7201.75,594.53,4282.26,15924.1,16,1,0,10162.39,0,True,20000.0
APP-001248,25,18-25,male,southeast_asian,salaried,27,5399.89,1652.68,2162.04,17164.58,43,0,0,9752.33,0,True,16199.670000000002
APP-001249,51,46-60,female,southeast_asian,salaried,133,22915.76,675.48,10714.3,24603.3,28,1,0,1486.16,0,True,20000.0
APP-001250,65,46-60,male,western,salaried,198,12501.4,3817.63,7000.24,78122.85,47,4,0,9447.85,0,True,20000.0
APP-001251,62,46-60,female,arab_expat,self_employed,210,13272.27,1217.92,4609.89,33536.51,5,2,0,8732.72,0,True,20000.0
APP-001252,32,26-35,male,south_asian,self_employed,35,5089.19,345.76,3201.61,9086.84,45,3,0,6886.12,0,True,15267.57
APP-001253,51,46-60,female,southeast_asian,salaried,137,23180.44,3387.21,11964.07,78974.82,39,4,3,13911.84,0,True,20000.0
APP-001254,46,46-60,male,emirati,salaried,118,12167.26,3294.34,8568.33,88841.82,5,2,0,9794.11,0,True,20000.0
APP-001255,47,46-60,male,south_asian,salaried,109,8967.73,1637.25,6834.66,61484.76,45,2,2,2632.53,0,True,20000.0
APP-001256,42,36-45,male,south_asian,salaried,116,40060.51,3611.89,20859.53,106365.16,40,2,0,1267.87,0,True,20000.0
APP-001257,59,46-60,male,emirati,salaried,181,13612.47,2885.77,5045.43,45841.35,5,5,0,7127.96,0,True,20000.0
APP-001258,18,18-25,male,south_asian,self_employed,9,4879.29,945.82,2459.34,15440.15,5,4,1,13032.31,0,True,14637.869999999999
APP-001259,18,18-25,female,south_asian,salaried,20,8491.5,963.14,6560.49,30862.19,13,0,0,6869.32,0,True,20000.0
APP-001260,62,46-60,male,southeast_asian,salaried,178,29135.71,8175.51,16647.42,202657.85,9,5,0,18825.01,0,True,20000.0
APP-001261,32,26-35,male,arab_expat,salaried,33,3000.0,321.7,2079.82,8636.66,41,5,0,3501.98,0,True,9000.0
APP-001262,53,46-60,female,southeast_asian,self_employed,152,10788.02,342.47,5776.98,12921.17,43,2,0,15576.22,0,True,20000.0
APP-001263,59,46-60,male,arab_expat,salaried,168,3000.0,632.45,947.51,6775.67,34,2,0,1006.37,0,True,9000.0
APP-001264,64,46-60,male,south_asian,salaried,182,3312.37,272.05,1933.01,8408.6,21,5,0,1838.92,0,True,9937.11
APP-001265,55,46-60,male,southeast_asian,freelancer,142,4551.74,958.49,1667.43,29632.73,0,2,1,13121.4,0,True,13655.22
APP-001266,24,18-25,male,south_asian,self_employed,18,3014.96,865.28,2198.62,28340.49,9,5,0,1359.36,0,True,9044.880000000001
APP-001267,27,26-35,male,south_asian,salaried,31,3000.0,249.91,1415.92,7686.49,25,3,1,5209.06,0,True,9000.0
APP-001268,61,46-60,male,south_asian,freelancer,185,20535.63,6475.98,15639.52,131595.81,17,5,0,9348.23,0,True,20000.0
APP-001269,20,18-25,female,south_asian,salaried,0,6100.74,395.31,3867.26,13801.72,17,3,0,14074.13,0,True,18302.22
APP-001270,65,46-60,male,south_asian,self_employed,212,8681.45,1600.52,5161.8,60799.4,20,1,2,5189.73,1,True,20000.0
APP-001271,33,26-35,female,southeast_asian,freelancer,39,4094.04,709.12,3106.73,9751.31,32,5,0,3181.19,0,True,12282.119999999999
APP-001272,24,18-25,female,other,salaried,14,8707.26,948.33,2861.14,19989.77,39,3,0,1400.86,0,True,20000.0
APP-001273,61,46-60,male,south_asian,salaried,194,7425.91,1034.6,4894.92,19434.07,1,2,0,4284.61,0,True,20000.0
APP-001274,23,18-25,male,southeast_asian,salaried,4,3000.0,952.79,1381.04,21190.06,32,0,0,8457.08,0,True,9000.0
APP-001275,56,46-60,male,western,freelancer,172,11116.61,568.25,3632.77,14264.55,10,4,0,2410.03,0,True,20000.0
APP-001276,53,46-60,male,south_asian,salaried,145,7017.12,541.13,4362.79,11032.4,28,4,0,2079.02,0,True,20000.0
APP-001277,30,26-35,male,south_asian,salaried,41,3000.0,728.34,951.32,11938.52,45,5,0,969.97,0,True,9000.0
APP-001278,56,46-60,male,south_asian,self_employed,179,33100.62,3844.63,20281.31,100322.1,34,1,0,11063.22,0,True,20000.0
APP-001279,24,18-25,male,western,self_employed,2,9430.87,1015.44,2843.04,17313.9,31,1,0,5102.9,0,True,20000.0
APP-001280,20,18-25,female,arab_expat,salaried,17,7095.97,2051.69,4035.73,62170.52,32,5,0,9838.24,0,True,20000.0
APP-001281,33,26-35,female,southeast_asian,salaried,34,10578.16,1115.79,3439.77,27020.72,0,0,0,5745.39,0,True,20000.0
APP-001282,41,36-45,female,emirati,salaried,75,4816.94,41.86,2851.97,519.7,12,5,0,4120.82,0,False,14450.82
APP-001283,41,36-45,male,south_asian,salaried,84,3983.16,641.45,2809.88,19655.93,32,4,0,2118.57,0,True,11949.48
APP-001284,45,36-45,male,south_asian,salaried,109,3760.44,778.74,1990.71,12356.98,40,4,0,3588.8,0,True,11281.32
APP-001285,20,18-25,male,south_asian,salaried,18,4562.38,255.8,2496.17,4129.59,10,2,0,1956.52,0,True,13687.14
APP-001286,47,46-60,male,emirati,salaried,116,5431.76,339.96,4038.99,7638.81,23,2,0,6456.52,0,True,16295.28
APP-001287,54,46-60,male,south_asian,salaried,165,40174.89,2931.74,13634.51,59618.29,46,5,0,15699.55,0,True,20000.0
APP-001288,63,46-60,female,southeast_asian,salaried,210,7811.32,1153.23,6001.6,16554.18,4,4,0,3001.51,0,True,20000.0
APP-001289,28,26-35,male,south_asian,salaried,33,15783.36,2898.25,8843.73,50897.13,27,2,0,9251.52,0,True,20000.0
APP-001290,56,46-60,male,south_asian,self_employed,168,3000.0,921.67,1729.34,23996.71,4,0,0,4686.39,0,True,9000.0
APP-001291,58,46-60,female,arab_expat,self_employed,163,5207.03,550.74,2025.56,19827.75,19,3,0,9705.76,0,True,15621.09
APP-001292,31,26-35,male,south_asian,salaried,20,7056.05,1293.6,5567.33,19404.89,2,1,0,752.88,0,True,20000.0
APP-001293,22,18-25,male,south_asian,salaried,0,3635.55,1205.29,1230.42,34251.46,25,2,0,8349.87,0,True,10906.650000000001
APP-001294,20,18-25,male,southeast_asian,salaried,0,6577.04,1520.44,4945.29,52622.23,11,4,0,11041.71,0,True,19731.12
APP-001295,25,18-25,male,arab_expat,unemployed,0,3000.0,440.26,1308.49,15412.98,33,1,0,7984.97,0,True,9000.0
APP-001296,22,18-25,male,arab_expat,freelancer,11,10464.81,1565.63,4360.01,43754.7,17,0,0,14604.89,0,True,20000.0
APP-001297,53,46-60,male,south_asian,salaried,149,18206.3,2377.19,11384.51,54341.3,31,2,0,11796.25,0,True,20000.0
APP-001298,47,46-60,male,south_asian,salaried,101,9612.29,416.73,6011.77,13674.18,4,3,0,1797.58,0,True,20000.0
APP-001299,31,26-35,male,southeast_asian,salaried,40,10150.93,2989.66,3916.49,45209.88,40,2,3,10741.61,1,True,20000.0
APP-001300,64,46-60,male,arab_expat,salaried,208,7080.11,1557.11,3173.77,60977.55,41,2,3,1100.94,1,True,20000.0
APP-001301,62,46-60,male,arab_expat,self_employed,208,9565.89,1867.69,4862.0,34027.32,29,4,0,6524.12,0,True,20000.0
APP-001302,40,36-45,male,south_asian,salaried,97,3000.0,186.0,2136.98,4011.33,3,0,1,3205.6,0,True,9000.0
APP-001303,38,36-45,male,south_asian,salaried,80,12052.93,1542.36,6167.64,23440.9,8,2,0,10976.56,0,True,20000.0
APP-001304,23,18-25,male,emirati,salaried,14,3037.14,728.9,1337.01,21085.46,7,0,0,6298.48,0,True,9111.42
APP-001305,50,46-60,female,south_asian,salaried,140,8875.85,1043.67,5936.07,22373.64,43,2,0,10400.74,0,True,20000.0
APP-001306,41,36-45,female,south_asian,salaried,80,7477.67,521.37,3542.16,20449.4,40,5,0,10699.7,0,True,20000.0
